filter_num,layer,filter_num_by_layer,prune_score,class
106,2,38,0.1038491353392601,automobile
107,2,39,0.1789223551750183,automobile
108,2,40,0.09050928056240082,automobile
109,2,41,0.06486119329929352,automobile
110,2,42,0.2014591097831726,automobile
111,2,43,0.06780590862035751,automobile
112,2,44,0.03498666733503342,automobile
113,2,45,0.2647668719291687,automobile
114,2,46,0.016555050387978554,automobile
115,2,47,0.0701618567109108,automobile
116,2,48,0.22068259119987488,automobile
117,3,0,0.048263728618621826,automobile
118,3,1,0.03788559511303902,automobile
119,3,2,0.3331271708011627,automobile
120,3,3,0.054493218660354614,automobile
121,3,4,0.00827681552618742,automobile
122,3,5,0.023059243336319923,automobile
123,3,6,0.10815533250570297,automobile
124,3,7,0.05539069324731827,automobile
125,3,8,0.035858556628227234,automobile
126,3,9,0.012130512855947018,automobile
127,3,10,0.05459756776690483,automobile
128,3,11,0.019276579841971397,automobile
129,3,12,0.08933278173208237,automobile
130,3,13,0.12502305209636688,automobile
131,3,14,0.14297333359718323,automobile
132,3,15,0.1203722208738327,automobile
133,3,16,0.14207133650779724,automobile
134,3,17,0.055924732238054276,automobile
135,3,18,0.1973564773797989,automobile
136,3,19,0.17577296495437622,automobile
137,3,20,0.23820063471794128,automobile
138,3,21,0.10186193883419037,automobile
139,3,22,0.1375502496957779,automobile
140,3,23,0.3791503608226776,automobile
141,3,24,0.00788850523531437,automobile
142,3,25,0.09231101721525192,automobile
143,3,26,0.27401599287986755,automobile
144,3,27,0.08435384184122086,automobile
145,3,28,0.18359625339508057,automobile
146,3,29,0.1406162679195404,automobile
147,3,30,0.10017994046211243,automobile
148,3,31,0.0022787407506257296,automobile
149,3,32,0.1462000608444214,automobile
150,3,33,0.20042233169078827,automobile
151,3,34,0.10553022474050522,automobile
152,3,35,0.018387529999017715,automobile
153,3,36,0.06539782136678696,automobile
154,3,37,0.026868533343076706,automobile
155,3,38,0.015921341255307198,automobile
156,3,39,0.27340835332870483,automobile
157,3,40,0.02796565182507038,automobile
158,3,41,0.15043407678604126,automobile
159,3,42,0.1037142276763916,automobile
160,3,43,0.06434787064790726,automobile
161,3,44,0.23276671767234802,automobile
162,3,45,0.2058737874031067,automobile
163,3,46,0.19608207046985626,automobile
0,0,0,0.1094043031334877,truck
1,0,1,0.20956411957740784,truck
2,0,2,0.16405817866325378,truck
3,0,3,0.09934147447347641,truck
4,0,4,0.03922942280769348,truck
5,0,5,0.20533736050128937,truck
6,0,6,0.007609447464346886,truck
7,0,7,0.0663258284330368,truck
8,0,8,0.14285768568515778,truck
9,0,9,0.11016824096441269,truck
10,0,10,0.10369905084371567,truck
11,0,11,0.3784882724285126,truck
12,0,12,0.09078620374202728,truck
13,0,13,0.04060869663953781,truck
14,0,14,0.15145227313041687,truck
15,0,15,0.04358437657356262,truck
16,0,16,0.1602202206850052,truck
17,0,17,0.024689964950084686,truck
18,0,18,0.39801105856895447,truck
19,0,19,0.2712739109992981,truck
20,0,20,0.08733881264925003,truck
21,0,21,0.035246580839157104,truck
22,0,22,0.03967667371034622,truck
23,0,23,0.10703501850366592,truck
24,0,24,0.1614142805337906,truck
25,0,25,0.048213373869657516,truck
26,0,26,0.09562361985445023,truck
27,0,27,0.04616808146238327,truck
28,0,28,0.20384173095226288,truck
29,0,29,0.028767907992005348,truck
30,0,30,0.059429001063108444,truck
31,0,31,0.0008839958463795483,truck
32,0,32,0.0012825035955756903,truck
33,0,33,0.1243310496211052,truck
34,0,34,0.09532622992992401,truck
35,0,35,0.01150877308100462,truck
36,0,36,0.02149309031665325,truck
37,0,37,0.12343363463878632,truck
38,0,38,0.1741640716791153,truck
39,0,39,0.20585450530052185,truck
40,0,40,0.11239206045866013,truck
41,0,41,0.1408746987581253,truck
42,0,42,0.1987672746181488,truck
43,0,43,0.28755784034729004,truck
44,0,44,0.06616514176130295,truck
45,1,0,0.0400877371430397,truck
46,1,1,0.25171545147895813,truck
47,1,2,0.32953640818595886,truck
48,1,3,0.19835223257541656,truck
49,1,4,0.26278412342071533,truck
50,1,5,0.22452488541603088,truck
51,1,6,0.0966629758477211,truck
52,1,7,0.18282276391983032,truck
53,1,8,0.01065304409712553,truck
54,1,9,0.3477020859718323,truck
55,1,10,0.04281987249851227,truck
56,1,11,0.00710711907595396,truck
57,1,12,0.03376667574048042,truck
58,1,13,0.31067511439323425,truck
59,1,14,0.1898452192544937,truck
60,1,15,0.5143547654151917,truck
61,1,16,0.08735225349664688,truck
62,1,17,0.08375051617622375,truck
63,1,18,0.05511855706572533,truck
64,1,19,0.21664683520793915,truck
65,1,20,0.1405893713235855,truck
66,1,21,0.10913433134555817,truck
67,1,22,0.08608108758926392,truck
68,2,0,0.08236037194728851,truck
69,2,1,0.1541387289762497,truck
70,2,2,0.11713112890720367,truck
71,2,3,0.04851444065570831,truck
72,2,4,0.0443551242351532,truck
73,2,5,0.06553445011377335,truck
74,2,6,0.18253454566001892,truck
75,2,7,0.01068077702075243,truck
76,2,8,0.19185489416122437,truck
77,2,9,0.24526114761829376,truck
78,2,10,0.06023162230849266,truck
79,2,11,0.09218831360340118,truck
80,2,12,0.0832817479968071,truck
81,2,13,0.09259941428899765,truck
82,2,14,0.12674038112163544,truck
83,2,15,0.06526636332273483,truck
84,2,16,0.11098790913820267,truck
85,2,17,0.26730379462242126,truck
86,2,18,0.004798725247383118,truck
87,2,19,0.11663201451301575,truck
88,2,20,0.2618315517902374,truck
89,2,21,0.13170717656612396,truck
90,2,22,0.12402766942977905,truck
91,2,23,0.012076255865395069,truck
92,2,24,0.03846045210957527,truck
93,2,25,0.23715424537658691,truck
94,2,26,0.12022899836301804,truck
95,2,27,0.05581599101424217,truck
96,2,28,0.09376732259988785,truck
97,2,29,0.2995700240135193,truck
98,2,30,0.16383275389671326,truck
99,2,31,0.10004568845033646,truck
100,2,32,0.00501902773976326,truck
101,2,33,0.09096033871173859,truck
102,2,34,0.039675746113061905,truck
103,2,35,0.09374064207077026,truck
104,2,36,0.036135975271463394,truck
105,2,37,0.056978076696395874,truck
106,2,38,0.03486602008342743,truck
107,2,39,0.10052323341369629,truck
108,2,40,0.044634196907281876,truck
109,2,41,0.0831383690237999,truck
110,2,42,0.06186983734369278,truck
111,2,43,0.09540290385484695,truck
112,2,44,0.05732446163892746,truck
113,2,45,0.32735005021095276,truck
114,2,46,0.08606699854135513,truck
115,2,47,0.1521555334329605,truck
116,2,48,0.4023614227771759,truck
117,3,0,0.0986713320016861,truck
118,3,1,0.031913306564092636,truck
119,3,2,0.016141394153237343,truck
120,3,3,0.06109445542097092,truck
121,3,4,0.024763459339737892,truck
122,3,5,0.024231955409049988,truck
123,3,6,0.05300687626004219,truck
124,3,7,0.13830740749835968,truck
125,3,8,0.07242008298635483,truck
126,3,9,0.07279329001903534,truck
127,3,10,0.0290629044175148,truck
128,3,11,0.0008389422437176108,truck
129,3,12,0.2773084342479706,truck
130,3,13,0.08988594263792038,truck
131,3,14,0.045611847192049026,truck
132,3,15,0.06537187844514847,truck
133,3,16,0.29523348808288574,truck
134,3,17,0.027700170874595642,truck
135,3,18,0.20244333148002625,truck
136,3,19,0.4222959280014038,truck
137,3,20,0.1352931708097458,truck
138,3,21,0.17940591275691986,truck
139,3,22,0.03986332193017006,truck
140,3,23,0.039736635982990265,truck
141,3,24,0.08330009132623672,truck
142,3,25,0.040027789771556854,truck
143,3,26,0.2400187999010086,truck
144,3,27,0.2674886882305145,truck
145,3,28,0.03449064865708351,truck
146,3,29,0.10530270636081696,truck
147,3,30,0.14592427015304565,truck
148,3,31,0.2367664873600006,truck
149,3,32,0.22069017589092255,truck
150,3,33,0.1840956062078476,truck
151,3,34,0.1691712737083435,truck
152,3,35,0.1673728972673416,truck
153,3,36,0.22113437950611115,truck
154,3,37,0.05975255370140076,truck
155,3,38,0.015278486534953117,truck
156,3,39,0.03624461591243744,truck
157,3,40,0.009681564755737782,truck
158,3,41,0.05227723717689514,truck
159,3,42,0.18931923806667328,truck
160,3,43,0.10968811064958572,truck
161,3,44,0.12157854437828064,truck
162,3,45,0.10874874889850616,truck
163,3,46,0.024512188509106636,truck
0,0,0,0.33585748076438904,bird
1,0,1,0.01939362660050392,bird
2,0,2,0.061873313039541245,bird
3,0,3,0.02759995125234127,bird
4,0,4,0.05089426413178444,bird
5,0,5,0.1732383817434311,bird
6,0,6,0.11793363094329834,bird
7,0,7,0.06225040555000305,bird
8,0,8,0.049464963376522064,bird
9,0,9,0.06847027689218521,bird
10,0,10,0.05239058658480644,bird
11,0,11,0.08190441131591797,bird
12,0,12,0.008242391981184483,bird
13,0,13,0.0006791902123950422,bird
14,0,14,0.09197784960269928,bird
15,0,15,0.15813837945461273,bird
16,0,16,0.1821434199810028,bird
17,0,17,0.012309174053370953,bird
18,0,18,0.3177782893180847,bird
19,0,19,0.31925466656684875,bird
20,0,20,0.047224801033735275,bird
21,0,21,0.03880571946501732,bird
22,0,22,0.008260805159807205,bird
23,0,23,0.05877478048205376,bird
24,0,24,0.018834203481674194,bird
25,0,25,0.011822128668427467,bird
26,0,26,0.45918136835098267,bird
27,0,27,0.05214380845427513,bird
28,0,28,0.19389623403549194,bird
29,0,29,0.027764717116951942,bird
30,0,30,0.05097558721899986,bird
31,0,31,0.3735889494419098,bird
32,0,32,0.08718600124120712,bird
33,0,33,0.018102113157510757,bird
34,0,34,0.10914764553308487,bird
35,0,35,0.0038322829641401768,bird
36,0,36,0.03594053164124489,bird
37,0,37,0.0749230608344078,bird
38,0,38,0.08018836379051208,bird
39,0,39,0.09451375901699066,bird
40,0,40,0.029090484604239464,bird
41,0,41,0.26189014315605164,bird
42,0,42,0.02361387200653553,bird
43,0,43,0.17027999460697174,bird
44,0,44,0.05025482177734375,bird
45,1,0,0.005495070479810238,bird
46,1,1,0.31749388575553894,bird
47,1,2,0.0577087476849556,bird
48,1,3,0.18820585310459137,bird
49,1,4,0.16633892059326172,bird
50,1,5,0.056097082793712616,bird
51,1,6,0.08754829317331314,bird
52,1,7,0.42135512828826904,bird
53,1,8,0.37409481406211853,bird
54,1,9,0.12898653745651245,bird
55,1,10,0.01637742482125759,bird
56,1,11,0.6521013379096985,bird
57,1,12,0.04702894762158394,bird
58,1,13,0.1013726070523262,bird
59,1,14,0.05801450088620186,bird
60,1,15,0.1768769472837448,bird
61,1,16,0.01635264791548252,bird
62,1,17,0.06275863200426102,bird
63,1,18,0.030075252056121826,bird
64,1,19,0.01221847627311945,bird
65,1,20,0.00902186706662178,bird
66,1,21,0.09677238762378693,bird
67,1,22,0.02146707847714424,bird
68,2,0,0.18440306186676025,bird
69,2,1,0.20200926065444946,bird
70,2,2,0.06946467608213425,bird
71,2,3,0.07102718949317932,bird
72,2,4,0.07361798733472824,bird
73,2,5,0.1801225244998932,bird
74,2,6,0.21386364102363586,bird
75,2,7,0.08091935515403748,bird
76,2,8,0.055082015693187714,bird
77,2,9,0.34852713346481323,bird
78,2,10,0.10115706920623779,bird
79,2,11,0.06916458159685135,bird
80,2,12,0.1327529102563858,bird
81,2,13,0.07206769287586212,bird
82,2,14,0.2716543674468994,bird
83,2,15,0.08036663383245468,bird
84,2,16,0.0654628649353981,bird
85,2,17,0.11048885434865952,bird
86,2,18,0.056918397545814514,bird
87,2,19,0.0234979260712862,bird
88,2,20,0.10294079035520554,bird
89,2,21,0.06280279904603958,bird
90,2,22,0.3046329617500305,bird
91,2,23,0.11480067670345306,bird
92,2,24,0.08603131771087646,bird
93,2,25,0.29007136821746826,bird
94,2,26,0.27190980315208435,bird
95,2,27,0.028913987800478935,bird
96,2,28,0.07030089944601059,bird
97,2,29,0.12782852351665497,bird
98,2,30,0.04251841828227043,bird
99,2,31,0.09283522516489029,bird
100,2,32,0.1496564894914627,bird
101,2,33,0.062245965003967285,bird
102,2,34,0.19345881044864655,bird
103,2,35,0.0119443628937006,bird
104,2,36,0.046404462307691574,bird
105,2,37,0.15664902329444885,bird
106,2,38,0.05530139058828354,bird
107,2,39,0.20955349504947662,bird
108,2,40,0.06327918916940689,bird
109,2,41,0.06769507378339767,bird
110,2,42,0.033753685653209686,bird
111,2,43,0.039809152483940125,bird
112,2,44,0.10030265897512436,bird
113,2,45,0.28527578711509705,bird
114,2,46,0.04939313605427742,bird
115,2,47,0.019118787720799446,bird
116,2,48,0.02613009698688984,bird
117,3,0,0.048764415085315704,bird
118,3,1,0.08834661543369293,bird
119,3,2,0.08825991302728653,bird
120,3,3,0.07637453824281693,bird
121,3,4,0.028226852416992188,bird
122,3,5,0.017942113801836967,bird
123,3,6,0.00166519230697304,bird
124,3,7,0.2624870836734772,bird
125,3,8,0.13359422981739044,bird
126,3,9,0.04246458038687706,bird
127,3,10,0.0654861181974411,bird
128,3,11,0.2274581491947174,bird
129,3,12,0.001042305026203394,bird
130,3,13,0.018043721094727516,bird
131,3,14,0.19956980645656586,bird
132,3,15,0.060999367386102676,bird
133,3,16,0.04682929068803787,bird
134,3,17,0.06499219685792923,bird
135,3,18,0.15423986315727234,bird
136,3,19,0.0775081142783165,bird
137,3,20,0.1793830841779709,bird
138,3,21,0.0013669731561094522,bird
139,3,22,0.06300473213195801,bird
140,3,23,0.022585833445191383,bird
141,3,24,0.08318964391946793,bird
142,3,25,0.2678949534893036,bird
143,3,26,0.22731545567512512,bird
144,3,27,0.12762342393398285,bird
145,3,28,0.02246805466711521,bird
146,3,29,0.059153322130441666,bird
147,3,30,0.2570118010044098,bird
148,3,31,0.04038193076848984,bird
149,3,32,0.07292664051055908,bird
150,3,33,0.3704138398170471,bird
151,3,34,0.06612854450941086,bird
152,3,35,0.06749969720840454,bird
153,3,36,0.17874981462955475,bird
154,3,37,0.12270073592662811,bird
155,3,38,0.14698311686515808,bird
156,3,39,0.27078425884246826,bird
157,3,40,0.026264464482665062,bird
158,3,41,0.07476245611906052,bird
159,3,42,0.20238402485847473,bird
160,3,43,0.14161883294582367,bird
161,3,44,0.3327266573905945,bird
162,3,45,0.10368192940950394,bird
163,3,46,0.11518921703100204,bird
0,0,0,0.39341843128204346,dog
1,0,1,0.00653836177662015,dog
2,0,2,0.08825282752513885,dog
3,0,3,0.1260845810174942,dog
4,0,4,0.0545295812189579,dog
5,0,5,0.24440909922122955,dog
6,0,6,0.18674525618553162,dog
7,0,7,0.025832032784819603,dog
8,0,8,0.027209877967834473,dog
9,0,9,0.14627401530742645,dog
10,0,10,0.009291430003941059,dog
11,0,11,0.02577708289027214,dog
12,0,12,0.06140909716486931,dog
13,0,13,0.15064600110054016,dog
14,0,14,0.12923909723758698,dog
15,0,15,0.13813601434230804,dog
16,0,16,0.2180408239364624,dog
17,0,17,0.06554047763347626,dog
18,0,18,0.15320372581481934,dog
19,0,19,0.351749062538147,dog
20,0,20,0.011163922958076,dog
21,0,21,0.04414047300815582,dog
22,0,22,0.020512035116553307,dog
23,0,23,0.09458586573600769,dog
24,0,24,0.0367259681224823,dog
25,0,25,0.04923475906252861,dog
26,0,26,0.28293636441230774,dog
27,0,27,0.08972737193107605,dog
28,0,28,0.26233598589897156,dog
29,0,29,0.06989238411188126,dog
30,0,30,0.04275573045015335,dog
31,0,31,0.09416824579238892,dog
32,0,32,0.021096497774124146,dog
33,0,33,0.24010159075260162,dog
34,0,34,0.04130978882312775,dog
35,0,35,0.01335774827748537,dog
36,0,36,0.22603046894073486,dog
37,0,37,0.012681799940764904,dog
38,0,38,0.03594553843140602,dog
39,0,39,0.16448815166950226,dog
40,0,40,0.02227066271007061,dog
41,0,41,0.32287052273750305,dog
42,0,42,0.06868746131658554,dog
43,0,43,0.042626406997442245,dog
44,0,44,0.022314075380563736,dog
45,1,0,0.01664317585527897,dog
46,1,1,0.4623388350009918,dog
47,1,2,0.09690143167972565,dog
48,1,3,0.14647656679153442,dog
49,1,4,0.05719498544931412,dog
50,1,5,0.2926939129829407,dog
51,1,6,0.032156459987163544,dog
52,1,7,0.474403977394104,dog
53,1,8,0.2566467821598053,dog
54,1,9,0.07321983575820923,dog
55,1,10,0.18813438713550568,dog
56,1,11,0.034314822405576706,dog
57,1,12,0.0032250836957246065,dog
58,1,13,0.3349479138851166,dog
59,1,14,0.23365628719329834,dog
60,1,15,0.38468047976493835,dog
61,1,16,0.005771367810666561,dog
62,1,17,0.06815817952156067,dog
63,1,18,0.04302174597978592,dog
64,1,19,0.0869796946644783,dog
65,1,20,0.018913308158516884,dog
66,1,21,0.01537932176142931,dog
67,1,22,0.053116943687200546,dog
68,2,0,0.019678514450788498,dog
69,2,1,0.12041782587766647,dog
70,2,2,0.18372848629951477,dog
71,2,3,0.29250743985176086,dog
72,2,4,0.10533275455236435,dog
73,2,5,0.04690511152148247,dog
74,2,6,0.10330307483673096,dog
75,2,7,0.15453991293907166,dog
76,2,8,0.02299385517835617,dog
77,2,9,0.21948173642158508,dog
78,2,10,0.020758401602506638,dog
79,2,11,0.10613660514354706,dog
80,2,12,0.19883552193641663,dog
81,2,13,0.05801006406545639,dog
82,2,14,0.15219300985336304,dog
83,2,15,0.10444792360067368,dog
84,2,16,0.2835296094417572,dog
85,2,17,0.02597956918179989,dog
86,2,18,0.10396312177181244,dog
87,2,19,0.140362948179245,dog
88,2,20,0.13476449251174927,dog
89,2,21,0.2421567738056183,dog
90,2,22,0.06220945715904236,dog
91,2,23,0.11498284339904785,dog
92,2,24,0.011690059676766396,dog
93,2,25,0.3044789433479309,dog
94,2,26,0.003690241603180766,dog
95,2,27,0.011285618878901005,dog
96,2,28,0.06486432254314423,dog
97,2,29,0.027714909985661507,dog
98,2,30,0.09589099884033203,dog
99,2,31,0.09641318768262863,dog
100,2,32,0.18019838631153107,dog
101,2,33,0.12533985078334808,dog
102,2,34,0.012105188332498074,dog
103,2,35,0.24197490513324738,dog
104,2,36,0.02088470198214054,dog
105,2,37,0.16930176317691803,dog
106,2,38,0.007544792257249355,dog
107,2,39,0.206033393740654,dog
108,2,40,0.12467280775308609,dog
109,2,41,0.03577720373868942,dog
110,2,42,0.13818953931331635,dog
111,2,43,0.06101270020008087,dog
112,2,44,0.10104268044233322,dog
113,2,45,0.2756269872188568,dog
114,2,46,0.060790952295064926,dog
115,2,47,0.055561650544404984,dog
116,2,48,0.2181018888950348,dog
117,3,0,0.01571747288107872,dog
118,3,1,0.22478468716144562,dog
119,3,2,0.06243571639060974,dog
120,3,3,0.1209932193160057,dog
121,3,4,0.012080634012818336,dog
122,3,5,0.023932049050927162,dog
123,3,6,0.028628651052713394,dog
124,3,7,0.19838427007198334,dog
125,3,8,0.08173689991235733,dog
126,3,9,0.2175574153661728,dog
127,3,10,0.0028104735538363457,dog
128,3,11,0.022612787783145905,dog
129,3,12,0.01817007176578045,dog
130,3,13,0.051515012979507446,dog
131,3,14,0.041242267936468124,dog
132,3,15,0.04212723299860954,dog
133,3,16,0.11548790335655212,dog
134,3,17,0.08421487361192703,dog
135,3,18,0.13042007386684418,dog
136,3,19,0.12586058676242828,dog
137,3,20,0.21029917895793915,dog
138,3,21,0.12091808021068573,dog
139,3,22,0.0426940843462944,dog
140,3,23,0.1152544692158699,dog
141,3,24,0.021681243553757668,dog
142,3,25,0.04034195840358734,dog
143,3,26,0.09580117464065552,dog
144,3,27,0.3557330071926117,dog
145,3,28,0.09407368302345276,dog
146,3,29,0.14804832637310028,dog
147,3,30,0.3485267460346222,dog
148,3,31,0.11372725665569305,dog
149,3,32,0.009785228408873081,dog
150,3,33,0.17795801162719727,dog
151,3,34,0.0027163741178810596,dog
152,3,35,0.2007225900888443,dog
153,3,36,0.2562335729598999,dog
154,3,37,0.03345925360918045,dog
155,3,38,0.21965284645557404,dog
156,3,39,0.0829753577709198,dog
157,3,40,0.010605053044855595,dog
158,3,41,0.03179989755153656,dog
159,3,42,0.2073177844285965,dog
160,3,43,0.1707698106765747,dog
161,3,44,0.24187150597572327,dog
162,3,45,0.2543065845966339,dog
163,3,46,0.09035782516002655,dog
0,0,0,0.4275681972503662,cat
1,0,1,0.014906392432749271,cat
2,0,2,0.22930414974689484,cat
3,0,3,0.20049549639225006,cat
4,0,4,0.04669405519962311,cat
5,0,5,0.015385052189230919,cat
6,0,6,0.21142809092998505,cat
7,0,7,0.07286147028207779,cat
8,0,8,0.16453498601913452,cat
9,0,9,0.09878261387348175,cat
10,0,10,0.12962865829467773,cat
11,0,11,0.22963722050189972,cat
12,0,12,0.09323816001415253,cat
13,0,13,0.0023487138096243143,cat
14,0,14,0.14576010406017303,cat
15,0,15,0.04040304198861122,cat
16,0,16,0.044449109584093094,cat
17,0,17,0.13116580247879028,cat
18,0,18,0.19012221693992615,cat
19,0,19,0.1770392656326294,cat
20,0,20,0.0250316821038723,cat
21,0,21,0.0031367649789899588,cat
22,0,22,0.0456521175801754,cat
23,0,23,0.09034308046102524,cat
24,0,24,0.04677080363035202,cat
25,0,25,0.15582406520843506,cat
26,0,26,0.35499951243400574,cat
27,0,27,0.006485127378255129,cat
28,0,28,0.13863371312618256,cat
29,0,29,0.08008754998445511,cat
30,0,30,0.03373465687036514,cat
31,0,31,0.05524000525474548,cat
32,0,32,0.04294773191213608,cat
33,0,33,0.30774059891700745,cat
34,0,34,0.0451551154255867,cat
35,0,35,0.027280664071440697,cat
36,0,36,0.04510236158967018,cat
37,0,37,0.11024962365627289,cat
38,0,38,0.048671603202819824,cat
39,0,39,0.28315800428390503,cat
40,0,40,0.011773965321481228,cat
41,0,41,0.12742829322814941,cat
42,0,42,0.02660682052373886,cat
43,0,43,0.1991415172815323,cat
44,0,44,0.033049847930669785,cat
45,1,0,0.009496877901256084,cat
46,1,1,0.1267751157283783,cat
47,1,2,0.10085544735193253,cat
48,1,3,0.10833801329135895,cat
49,1,4,0.020247628912329674,cat
50,1,5,0.505273163318634,cat
51,1,6,0.048027168959379196,cat
52,1,7,0.3751105070114136,cat
53,1,8,0.2522003650665283,cat
54,1,9,0.307914674282074,cat
55,1,10,0.10979462414979935,cat
56,1,11,0.391491174697876,cat
57,1,12,0.04948057234287262,cat
58,1,13,0.2586624026298523,cat
59,1,14,0.16837596893310547,cat
60,1,15,0.17810681462287903,cat
61,1,16,0.03537556156516075,cat
62,1,17,0.08593879640102386,cat
63,1,18,0.05136911943554878,cat
64,1,19,0.281892865896225,cat
